,winery,vintage,variety,designation,release_price,rating,title,source,category,AVA,region,province,country,description
567,Soter,2012,Pinot Noir,Mineral Springs Ranch,$60,95,Soter 2012 Pinot Noir Yamhill-Carlton District Mineral Springs Ranch,"Wine Spectator Magazine Issue Nov 30, 2014",,Yamhill-Carlton District,,,US,"Vibrant, expressive and multi layered, offering black cherry, red plum, sassafras and dead leaf flavors on a long and silky frame. The tannins are submerged, allowing the gorgeous flavors to float through the finish. Drink now through 2022. 1,500 cases made."
568,Stoller,2012,Pinot Noir,Helen's,$70,95,Stoller 2012 Pinot Noir Dundee Hills Helen's,"Wine Spectator Magazine Issue Feb 28, 2015",,Dundee Hills,,,US,"Polished, round and seductive, this open-textured version brims with blackberry, cherry and plum flavors that take off and soar over the long finish. Offers depth and presence, finishing with elegance. Drink now through 2025. 350 cases made."
569,Adelsheim,2012,Pinot Noir,Boulder Bluff Vineyard,$75,94,Adelsheim 2012 Pinot Noir Chehalem Mountains Boulder Bluff Vineyard,"Wine Spectator Magazine Issue Feb 28, 2015",,Chehalem Mountains,,,US,"Broad and spicy, with a strong streak of minerality to underpin the ripe black cherry, dark plum, tobacco and spice flavors that expand and extend into the long, vibrant finish. Offers density and transparency, a rare combination. Drink now through 2022. 445 cases made."
570,Adelsheim,2012,Pinot Noir,Ribbon Springs Vineyard,$75,94,Adelsheim 2012 Pinot Noir Ribbon Ridge Ribbon Springs Vineyard,"Wine Spectator Magazine Issue Feb 28, 2015",,Ribbon Ridge,,,US,"Full-bodied and expressive, layering ripe blackberry, dark plum, green olive and spice flavors onto a supple frame, persisting on the long and expansive finish. This has presence, with fine tannins that don't get in the way. Drink now through 2022. 411 cases made."
571,Archery Summit,2012,Pinot Noir,Archer's Edge Estate,$85,94,Archery Summit 2012 Pinot Noir Dundee Hills Archer's Edge Estate,"Wine Spectator Magazine Issue Feb 28, 2015",,Dundee Hills,,,US,"Lively and inviting, with lavish fruit character and a mouthful of blackberry, boysenberry and black cherry flavors. Set on a lithe, open-textured frame, this picks up hints of spice and verbena as the finish lingers. The tannins are well-contained. Drink now through 2022. 493 cases made."
572,Aubichon,2012,Pinot Noir,Armstrong Vineyard,$55,94,Aubichon 2012 Pinot Noir Ribbon Ridge Armstrong Vineyard,"Wine Spectator Magazine Issue Feb 28, 2015",,Ribbon Ridge,,,US,"Focused, with great presence to the spicy, peppery blackberry and cherry flavors, splayed over a polished frame and lingering on the expressive finish. Deep and persistent. Drink now through 2022. 135 cases made."
573,Bergström,2012,Pinot Noir,Silice,$65,94,Bergström 2012 Pinot Noir Chehalem Mountains Silice,"Wine Spectator Magazine Issue Feb 28, 2015",,Chehalem Mountains,,,US,"Supple, complex and harmonious, offering a multilayered mouthful of cherry, plum, black tea, orange flower and warm stone flavors, all coming together on the closely woven, finely tannic finish, persisting expressively. Best from 2016 through 2022. 1,660 cases made."
574,Bethel Heights,2012,Pinot Noir,West Block,$50,94,Bethel Heights 2012 Pinot Noir Eola-Amity Hills West Block,"Wine Spectator Magazine Issue Feb 28, 2015",,Eola-Amity Hills,,,US,"Fleshy, open-textured and light on its feet, with pretty strawberry and tomato leaf flavors that widen into red plum and spice elements as the finish expands and lengthens. Drink now through 2022. 95 cases made."
575,Bethel Heights,2012,Pinot Noir,Illahe Vineyards,$50,94,Bethel Heights 2012 Pinot Noir Willamette Valley Illahe Vineyards,"Wine Spectator Magazine Issue Feb 28, 2015",,Willamette Valley,,,US,"Firm and focused, in an expansive style, this light-footed version melds black currant, plum and delicate spice flavors into a mouthfilling package that floats through the long finish. Drink now through 2022. 113 cases made."
576,Big Table Farm,2012,Pinot Noir,Cattrall Brothers Vineyard,$48,94,Big Table Farm 2012 Pinot Noir Eola-Amity Hills Cattrall Brothers Vineyard,"Wine Spectator Magazine Issue Feb 28, 2015",,Eola-Amity Hills,,,US,"Bright, focused and generous, with red berry, cinnamon and plum flavors, playing harmoniously on a vivid, lively canvas. Offers presence, elegance and refreshing lift on the finish. Drink now through 2022. 161 cases made."
577,Boedecker,2012,Pinot Noir,Shea Vineyard,$65,94,Boedecker 2012 Pinot Noir Yamhill-Carlton District Shea Vineyard,"Wine Spectator Magazine Issue Feb 28, 2015",,Yamhill-Carlton District,,,US,"Taut, focused, light, lively and inviting, with pepper and clove accents around a vivid core of cherry and raspberry fruit, dancing easily through the long and expressive finish. Drink now through 2022. 175 cases made."
578,Brittan,2012,Pinot Noir,Basalt Block,$48,94,Brittan 2012 Pinot Noir Willamette Valley Basalt Block,"Wine Spectator Magazine Issue Feb 28, 2015",,Willamette Valley,,,US,"Taut, tart and vividly expressive, bursting with red berry flavors and overtones of spice and tomato leaf. The finish persists with relish and clear minerality. Needs time to settle, but has plenty to offer. Best from 2016 through 2022. 775 cases made."
579,Chapter 24,2012,Pinot Noir,00 Hyland,$300,94,Chapter 24 2012 Pinot Noir Willamette Valley 00 Hyland,"Wine Spectator Magazine Issue Feb 28, 2015",,Willamette Valley,,,US,"Firm in texture and a bit tart. Despite featuring a raw edge to the cherry and cinnamon flavors at the center, this has waves of minerality on the remarkably harmonious and open-textured finish. Cascading with subtle elements, this gains depth and complexity with every sip. Best from 2017 through 2025. 25 cases made."
580,Colene Clemens,2012,Pinot Noir,Adriane,$50,94,Colene Clemens 2012 Pinot Noir Chehalem Mountains Adriane,"Wine Spectator Magazine Issue May 31, 2015",,Chehalem Mountains,,,US,"Distinctly spicy and peppery, this is layered, complex and harmonious, with generous cherry and floral flavors on an open-weave frame. The tannins are well-submerged in the mix, and the finish echoes beautifully. Drink now through 2022. 1,096 cases made."
581,Colene Clemens,2012,Pinot Noir,Victoria,$65,94,Colene Clemens 2012 Pinot Noir Chehalem Mountains Victoria,"Wine Spectator Magazine Issue May 31, 2015",,Chehalem Mountains,,,US,"Open-textured, expressive and precise, layering black cherry, clove, tea leaf and floral flavors on a gentle frame, gliding into a long and harmonious finish. Elegant and intense. Drink now through 2022. 368 cases made."
582,Cornerstone,2012,Pinot Noir,,$50,94,Cornerstone 2012 Pinot Noir Willamette Valley,"Wine Spectator Magazine Issue Feb 28, 2015",,Willamette Valley,,,US,"Supple, ripe and expressive, unfurling ripe blueberry, plum and spice flavors on a bed of velvety tannins. Finishes with persistence and elegance. Drink now through 2022. 1,500 cases made."
583,Domaine Drouhin,2012,Chardonnay,Édition Limitée,$65,94,Domaine Drouhin 2012 Chardonnay Dundee Hills Édition Limitée,"Wine Spectator Magazine Issue Feb 28, 2015",,Dundee Hills,,,US,"Taut, with a raw edge to the vibrant Bosc pear, white nectarine and mineral flavors—a profile that would be familiar to those who like Meursault. The elements meld seamlessly on the long and expressive finish. Best from 2016 through 2022. 149 cases made."
584,Domaine Serene,2012,Pinot Noir,Jerusalem Hill Vineyard,$90,94,Domaine Serene 2012 Pinot Noir Willamette Valley Jerusalem Hill Vineyard,"Wine Spectator Magazine Issue Dec 31, 2015",,Willamette Valley,,,US,"Supple, velvety and focused, aiming the cherry, currant and floral flavors through a veil of fine tannins into the long and expressive finish. Offers presence, deftness and elegance. Drink now through 2022. 434 cases made."
585,Elizabeth Chambers Cellar,2012,Pinot Noir,Lazy River Vineyard,$48,94,Elizabeth Chambers Cellar 2012 Pinot Noir Yamhill-Carlton District Lazy River Vineyard,"Wine Spectator Magazine Issue Dec 31, 2015",,Yamhill-Carlton District,,,US,"Polished, refreshing and expressive, layered with peppermint accents that run through the black cherry and spice flavors. Presents a plush frame, showing transparency and persistence as the finish lingers. Best from 2017 through 2025. 372 cases made."
586,Elk Cove,2012,Pinot Noir,Five Mountain,$60,94,Elk Cove 2012 Pinot Noir Willamette Valley Five Mountain,"Wine Spectator Magazine Issue Feb 28, 2015",,Willamette Valley,,,US,"Vibrant, spicy and minerally, with crushed-gravel overtones to the dark berry, black cherry and cocoa flavors, persisting easily against fine tannins on the long, expressive and open finish. Best from 2016 through 2022. 532 cases made."
587,Elk Cove,2012,Pinot Noir,Mount Richmond,$60,94,Elk Cove 2012 Pinot Noir Willamette Valley Mount Richmond,"Wine Spectator Magazine Issue Oct 15, 2014",,Willamette Valley,,,US,"Broad and expressive, not heavy but dense, with cherry, black plum and rose petal flavors that soar over refined tannins into the long and harmonious finish. Best from 2015 through 2022. 793 cases made."
588,Eminent Domaine,2012,Pinot Noir,,$40,94,Eminent Domaine 2012 Pinot Noir Ribbon Ridge,"Wine Spectator Magazine Issue Jun 15, 2014",,Ribbon Ridge,,,US,"Ripe, round and expressive, not weighty but intense and complex, layering dark berry and plum fruit with wax and mineral nuances. Finishes with a hint of root beer, showing power and finesse. Drink now through 2022. 405 cases made."
589,Expression,2012,Pinot Noir,44º Zena Crown Vineyard,$50,94,Expression 2012 Pinot Noir Eola-Amity Hills 44º Zena Crown Vineyard,"Wine Spectator Magazine Issue Feb 28, 2015",,Eola-Amity Hills,,,US,"Ripe and expressive, plush and generous, offering plum at the core and savory spice nuances around the edges. Finishes with intensity, roundness and flair. Drink now through 2022. 102 cases made."
590,Ghost Hill,2012,Pinot Noir,Bayliss-Bower Vineyard,$42,94,Ghost Hill 2012 Pinot Noir Yamhill-Carlton District Bayliss-Bower Vineyard,"Wine Spectator Magazine Issue Dec 31, 2015",,Yamhill-Carlton District,,,US,"This supple red is seductive and spirited, bulging with blueberry, plum and cherry flavors on a richly detailed frame, gliding into the long, expressive and open-textured finish, showing tremendous presence and depth. Drink now through 2022. 390 cases made."
591,Ken Wright,2012,Pinot Noir,McCrone Vineyard,$63,94,Ken Wright 2012 Pinot Noir Yamhill-Carlton District McCrone Vineyard,"Wine Spectator Magazine Issue Nov 30, 2014",,Yamhill-Carlton District,,,US,"Lithe, open-textured and inviting, with peach and mango overtones to the black cherry and floral flavors, coming together harmoniously and finishing with a hint of wet gravel that lends a savory character to the long finish. Drink now through 2022. 480 cases made."
592,Ken Wright,2012,Pinot Noir,Savoya Vineyard,$63,94,Ken Wright 2012 Pinot Noir Yamhill-Carlton District Savoya Vineyard,"Wine Spectator Magazine Issue Nov 30, 2014",,Yamhill-Carlton District,,,US,"Sleek, polished and inviting for its vivid range of mineral-accented cherry, toast, licorice and spice flavors that float easily over a generous frame, finishing long and especially harmonious. A hint of orange peel and tea leaf adds a mature note. Drink now through 2022. 923 cases made."
593,Lange,2012,Pinot Noir,Lange Estate Vineyard,$70,94,Lange 2012 Pinot Noir Dundee Hills Lange Estate Vineyard,"Wine Spectator Magazine Issue Feb 28, 2015",,Dundee Hills,,,US,"Plush and generous, light-footed but expansive, with a hint of crème brûlée to the plum, currant and spice flavors that take off and float through the long, enticing finish. The tannins are well-absorbed. Drink now through 2022. 350 cases made."
594,Maison L'Envoyé,2012,Pinot Noir,The Attaché,$40,94,Maison L'Envoyé 2012 Pinot Noir Willamette Valley The Attaché,"Wine Spectator Magazine Issue Jun 15, 2014",,Willamette Valley,,,US,"This focused red features lively blackberry, floral and white pepper flavors that unfurl in layers, persisting with finesse against an underlying mineral note as the finish revs up. Complex and expressive. Drink now through 2022. 500 cases made."
595,Owen Roe,2012,Pinot Noir,Anna's Vineyard,$42,94,Owen Roe 2012 Pinot Noir Chehalem Mountains Anna's Vineyard,"Wine Spectator Magazine Issue Feb 28, 2015",,Chehalem Mountains,,,US,"Firm, with ripe blackberry and mineral flavors popping through the refined tannins, extending into the long, expressive, tar-accented finish. Best from 2016 through 2022. 301 cases made."
596,Patton Valley,2012,Pinot Noir,Lorna-Marie,$70,94,Patton Valley 2012 Pinot Noir Willamette Valley Lorna-Marie,"Wine Spectator Magazine Issue Feb 28, 2015",,Willamette Valley,,,US,"This open-textured, inviting and focused red layers ripe currant, blueberry and spice flavors on a well-mannered frame, coming together harmoniously on the long and expressive finish. Stylish and impressive. Best from 2016 through 2022. 200 cases made."
597,Penner-Ash,2012,Pinot Noir,Pas De Nom,$100,94,Penner-Ash 2012 Pinot Noir Willamette Valley Pas De Nom,"Wine Spectator Magazine Issue Oct 15, 2014",,Willamette Valley,,,US,"Light on its feet, offering rich black cherry and smoky flavors that turn sweet and spicy on the polished finish. Deep and deft, with a finish that doesn't quit. Best from 2015 through 2020. 250 cases made."
598,Ponzi,2012,Chardonnay,Aurora,$60,94,Ponzi 2012 Chardonnay Chehalem Mountains Aurora,"Wine Spectator Magazine Issue Feb 28, 2015",,Chehalem Mountains,,,US,"Taut, focused and expressive, aligning vibrant pear, Winesap apple and mineral flavors into a brilliant beam that picks up hints of clove and tomato leaf as the finish gains momentum. Seamless and elegant. Drink now through 2020. 125 cases made."
599,Raptor Ridge,2012,Pinot Noir,Meredith Mitchell Vineyard,$45,94,Raptor Ridge 2012 Pinot Noir McMinnville Meredith Mitchell Vineyard,"Wine Spectator Magazine Issue Feb 28, 2015",,McMinnville,,,US,"Fresh and vital, with juicy blackberry and boysenberry flavors on a mint-accented frame. Taut, focused and very long. Has presence and impressive definition. Drink now through 2022. 200 cases made."
600,Roco,2012,Pinot Noir,The Stalker,$50,94,Roco 2012 Pinot Noir Willamette Valley The Stalker,"Wine Spectator Magazine Issue Feb 28, 2015",,Willamette Valley,,,US,"Sleek and racy, with vibrant notes of black cherry, dark plum and earthy spice playing against fine tannins and lively acidity. Mineral and maple syrup aromatics add to the finish. Drink now through 2022. 324 cases made."
601,Torii Mor,2012,Pinot Noir,Olson Vineyard Old Vine Reserve,$125,94,Torii Mor 2012 Pinot Noir Dundee Hills Olson Vineyard Old Vine Reserve,"Wine Spectator Magazine Issue Feb 28, 2015",,Dundee Hills,,,US,"Crisp, focused and appealing, with juicy cherry, spice and wet rock flavors, persisting with little resistance from the tannins through a long and distinctive finish. Offers depth and lively structure. Best from 2016 through 2022. 50 cases made."
602,Chehalem,2021,Chardonnay,Inox Unoaked,$20,90,Chehalem 2021 Chardonnay Willamette Valley Inox Unoaked,"Wine Spectator Magazine Issue Nov 15, 2022",,Willamette Valley,,,US,"A dynamic white, with spirited lemon and lime flavors that sail on the crisp, vibrant and steely finish. Drink now. 9,100 cases made."
603,Elk Cove,2021,Pinot Gris,,$22,90,Elk Cove 2021 Pinot Gris Willamette Valley,"Wine Spectator Magazine Issue Sep 30, 2022",,Willamette Valley,,,US,"Luscious yet crisp and refreshing, with lively apricot, fresh fig and spice flavors that finish on a polished note. Drink now. 7,711 cases made."
604,A to Z Wineworks,2021,,,$16,89,A to Z Wineworks 2021 Chardonnay Oregon,"Wine Spectator Magazine Issue Nov 15, 2022",,,,,US,"A delicious quaff, this white is a fruit bomb of tropical fruit, pear and spice, finishing on a supple yet crisp note. Drink now. 50,000 cases made."
605,The Four Graces,2021,Pinot Gris,,$21,89,The Four Graces 2021 Pinot Gris Willamette Valley,"Wine Spectator Magazine Issue Sep 30, 2022",,Willamette Valley,,,US,"Fleshy and polished, with supple pear, fresh fig and cinnamon flavors that end on a rich accent. Drink now. 10,656 cases made."
606,Willamette Valley Vineyards,2021,Pinot Gris,,$18,89,Willamette Valley Vineyards 2021 Pinot Gris Willamette Valley,"Wine Spectator Magazine Issue Sep 30, 2022",,Willamette Valley,,,US,"Sleek and delicate yet vibrant, with jasmine flower, pear and lemon flavors that glide on the supple finish. Drink now. 31,000 cases made."
607,A to Z Wineworks,2021,,,$16,88,A to Z Wineworks 2021 Rosé Oregon,Wine Spectator Magazine Issue Web Only - 2022,,,,,US,"Presents pretty violet and strawberry aromas that open to succulent, fruit-forward cherry flavors. Sangiovese, Syrah, Zinfandel, Tempranillo and Malbec. Drink now. 12,500 cases made."
608,Acrobat,2021,,,$16,88,Acrobat 2021 Chardonnay Oregon,"Wine Spectator Magazine Issue Nov 15, 2022",,,,,US,"Easygoing, with pineapple and peach flavors that finish on a spicy, sweet accent. Drink now. 3,107 cases made."
609,Del Rio,2021,Grenache,Rosé,$19,88,Del Rio 2021 Grenache Rogue Valley Rosé,"Wine Spectator Magazine Issue Sep 30, 2022",Rosé,Rogue Valley,,,US,"A lively blush, with snappy raspberry and peach flavors that finish on a spicy note. Drink now. 1,700 cases made."
610,Elouan,2021,,,$20,88,Elouan 2021 Rosé Oregon,Wine Spectator Magazine Issue Web Only - 2022,,,,,US,"Juicy and easygoing, with raspberry and toasty spice flavors. Drink now. 6,900 cases made."
611,King Estate,2021,Pinot Noir,Rosé,$19,88,King Estate 2021 Pinot Noir Willamette Valley Rosé,"Wine Spectator Magazine Issue Jul 31, 2022",Rosé,Willamette Valley,,,US,"Sleek and snappy, with expressive strawberry and watermelon flavors. Drink now. 4,000 cases made."
612,A to Z Wineworks,2021,,,$16,87,A to Z Wineworks 2021 Riesling Oregon,"Wine Spectator Magazine Issue Sep 30, 2022",,,,,US,"A fun quaff, a touch sweet yet appealing for the ripe pear, cantaloupe and cinnamon accents. Drink now. 32,300 cases made."
613,Chehalem,2021,Pinot Gris,,$20,87,Chehalem 2021 Pinot Gris Willamette Valley,"Wine Spectator Magazine Issue Sep 30, 2022",,Willamette Valley,,,US,"Delicate and pretty, with green apple and citrus blossom accents. Drink now. 2,980 cases made."
614,Chehalem,2021,Pinot Noir,Rosé,$28,87,Chehalem 2021 Pinot Noir Chehalem Mountains Rosé,Wine Spectator Magazine Issue Web Only - 2022,Rosé,Chehalem Mountains,,,US,"Delicate and soft, with strawberry and peach flavors. Drink now. 2,860 cases made."
615,Stoller,2021,Pinot Noir,Rosé,$28,87,Stoller 2021 Pinot Noir Willamette Valley Rosé,Wine Spectator Magazine Issue Web Only - 2022,Rosé,Willamette Valley,,,US,"Pretty and delicate, with floral strawberry and peach flavors. Drink now. 13,850 cases made."
616,A to Z Wineworks,2021,,,$16,86,A to Z Wineworks 2021 Pinot Gris Oregon,"Wine Spectator Magazine Issue Sep 30, 2022",,,,,US,"Soft and fruit-forward, with lemon verbena and peach sorbet flavors. Drink now. 85,000 cases made."
617,Drouhin Oregon Roserock,2020,Chardonnay,,$38,94,Drouhin Oregon Roserock 2020 Chardonnay Eola-Amity Hills,"Wine Spectator Magazine Issue Aug 31, 2022",,Eola-Amity Hills,,,US,"Opulent and refined, with a vibrant core of acidity framed by pear, cantaloupe and toasty spice flavors that build depth and richness on the savory finish. Drink now. Tasted twice, with consistent notes. 1,557 cases made."
618,Soléna,2020,Pinot Noir,Hyland Vineyard,$58,94,Soléna 2020 Pinot Noir McMinnville Hyland Vineyard,"Wine Spectator Magazine Issue Aug 31, 2022",,McMinnville,,,US,"Elegantly structured and stylish, with vibrant raspberry, orange peel, cinnamon and other baking spices. Builds richness and tension toward refined tannins. Drink now through 2030. 300 cases made."
619,Domaine Drouhin,2020,Chardonnay,Arthur,$40,93,Domaine Drouhin 2020 Chardonnay Dundee Hills Arthur,"Wine Spectator Magazine Issue Aug 31, 2022",,Dundee Hills,,,US,"Expressive and delicately complex, with apple blossom, orange peel and zesty spice flavors that finish with a fresh lift of acidity. Drink now. 1,982 cases made."
620,Norris,2020,Pinot Noir,,$40,93,Norris 2020 Pinot Noir Ribbon Ridge,"Wine Spectator Magazine Issue Nov 15, 2022",,Ribbon Ridge,,,US,"Supple and detailed, with multilayered red plum and pomegranate flavors highlighted by tea leaf and stony minerality as this builds tension toward refined tannins. Drink now through 2030. 477 cases made."
621,Stoller,2020,Pinot Noir,Estate,$40,93,Stoller 2020 Pinot Noir Dundee Hills Estate,"Wine Spectator Magazine Issue Oct 15, 2022",,Dundee Hills,,,US,"This lovely red is elegantly complex and polished, with expressive cherry and raspberry flavors that are highlighted by orange peel and dusky spice notes and unfurl on the long, lush finish. Drink now through 2030. 2,239 cases made."
622,Nicolas-Jay,2020,Chardonnay,Affinités,$50,92,Nicolas-Jay 2020 Chardonnay Willamette Valley Affinités,"Wine Spectator Magazine Issue Nov 15, 2022",,Willamette Valley,,,US,"Handsomely built, with deep and multilayered flavors of tropical fruit and orange peel accented by dusky spice and hints of mineral. Drink now. 359 cases made."
623,Soléna,2020,,,$58,92,Soléna 2020 Pinot Noir Yamhill-Carlton Domaine Danielle Laurent,"Wine Spectator Magazine Issue Jul 31, 2022",,,,,US,"A structured red, with a lively backbone of acidity that powers deep black raspberry, dusky spice and black tea flavors, which build toward broad-shouldered tannins. Drink now through 2030. 500 cases made."
624,Chehalem,2020,Chardonnay,Inox Unoaked,$20,91,Chehalem 2020 Chardonnay Willamette Valley Inox Unoaked,"Wine Spectator Magazine Issue Nov 30, 2021",,Willamette Valley,,,US,"This white bursts with aromas of peach blossom and lemon zest, taking on a lush, succulent texture toward a crisp finish. Drink now. 5,900 cases made."
625,Chehalem,2021,Chardonnay,Inox Unoaked,$20,90,Chehalem 2021 Chardonnay Willamette Valley Inox Unoaked,"Wine Spectator Magazine Issue Nov 15, 2022",,Willamette Valley,Willamette Valley,Oregon,US,"A dynamic white, with spirited lemon and lime flavors that sail on the crisp, vibrant and steely finish. Drink now. 9,100 cases made."
626,A to Z Wineworks,2021,Chardonnay,,$16,89,A to Z Wineworks 2021 Chardonnay Oregon,"Wine Spectator Magazine Issue Nov 15, 2022",,,,Oregon,US,"A delicious quaff, this white is a fruit bomb of tropical fruit, pear and spice, finishing on a supple yet crisp note. Drink now. 50,000 cases made."
627,Acrobat,2021,Chardonnay,,$16,88,Acrobat 2021 Chardonnay Oregon,"Wine Spectator Magazine Issue Nov 15, 2022",,,,Oregon,US,"Easygoing, with pineapple and peach flavors that finish on a spicy, sweet accent. Drink now. 3,107 cases made."
628,Elk Cove,2021,Pinot Gris,,$22,90,Elk Cove 2021 Pinot Gris Willamette Valley,"Wine Spectator Magazine Issue Sep 30, 2022",,Willamette Valley,Willamette Valley,Oregon,US,"Luscious yet crisp and refreshing, with lively apricot, fresh fig and spice flavors that finish on a polished note. Drink now. 7,711 cases made."
629,The Four Graces,2021,Pinot Gris,,$21,89,The Four Graces 2021 Pinot Gris Willamette Valley,"Wine Spectator Magazine Issue Sep 30, 2022",,Willamette Valley,Willamette Valley,Oregon,US,"Fleshy and polished, with supple pear, fresh fig and cinnamon flavors that end on a rich accent. Drink now. 10,656 cases made."
630,Willamette Valley Vineyards,2021,Pinot Gris,,$18,89,Willamette Valley Vineyards 2021 Pinot Gris Willamette Valley,"Wine Spectator Magazine Issue Sep 30, 2022",,Willamette Valley,Willamette Valley,Oregon,US,"Sleek and delicate yet vibrant, with jasmine flower, pear and lemon flavors that glide on the supple finish. Drink now. 31,000 cases made."
631,Chehalem,2021,Pinot Gris,,$20,87,Chehalem 2021 Pinot Gris Willamette Valley,"Wine Spectator Magazine Issue Sep 30, 2022",,Willamette Valley,Willamette Valley,Oregon,US,"Delicate and pretty, with green apple and citrus blossom accents. Drink now. 2,980 cases made."
632,A to Z Wineworks,2021,Pinot Gris,,$16,86,A to Z Wineworks 2021 Pinot Gris Oregon,"Wine Spectator Magazine Issue Sep 30, 2022",,,,Oregon,US,"Soft and fruit-forward, with lemon verbena and peach sorbet flavors. Drink now. 85,000 cases made."
633,A to Z Wineworks,2021,Rosé Wines,,$16,88,A to Z Wineworks 2021 Rosé Oregon,Wine Spectator Magazine Issue Web Only - 2022,,,,Oregon,US,"Presents pretty violet and strawberry aromas that open to succulent, fruit-forward cherry flavors. Sangiovese, Syrah, Zinfandel, Tempranillo and Malbec. Drink now. 12,500 cases made."
634,Del Rio,2021,Grenache,Rosé,$19,88,Del Rio 2021 Grenache Rogue Valley Rosé,"Wine Spectator Magazine Issue Sep 30, 2022",Rosé,Rogue Valley,Southern Oregon,Oregon,US,"A lively blush, with snappy raspberry and peach flavors that finish on a spicy note. Drink now. 1,700 cases made."
635,Elouan,2021,Rosé Wines,,$20,88,Elouan 2021 Rosé Oregon,Wine Spectator Magazine Issue Web Only - 2022,,,,Oregon,US,"Juicy and easygoing, with raspberry and toasty spice flavors. Drink now. 6,900 cases made."
636,King Estate,2021,Pinot Noir,Rosé,$19,88,King Estate 2021 Pinot Noir Willamette Valley Rosé,"Wine Spectator Magazine Issue Jul 31, 2022",Rosé,Willamette Valley,Willamette Valley,Oregon,US,"Sleek and snappy, with expressive strawberry and watermelon flavors. Drink now. 4,000 cases made."
637,Chehalem,2021,Pinot Noir,Rosé,$28,87,Chehalem 2021 Pinot Noir Chehalem Mountains Rosé,Wine Spectator Magazine Issue Web Only - 2022,Rosé,Chehalem Mountains,Willamette Valley,Oregon,US,"Delicate and soft, with strawberry and peach flavors. Drink now. 2,860 cases made."
638,Stoller,2021,Pinot Noir,Rosé,$28,87,Stoller 2021 Pinot Noir Willamette Valley Rosé,Wine Spectator Magazine Issue Web Only - 2022,Rosé,Willamette Valley,Willamette Valley,Oregon,US,"Pretty and delicate, with floral strawberry and peach flavors. Drink now. 13,850 cases made."
639,Elouan,2021,Pinot Noir,,$20,88,Elouan 2021 Rosé Oregon,Wine Spectator Magazine Issue Web Only - 2022,,,,Oregon,US,"Juicy and easygoing, with raspberry and toasty spice flavors. Drink now. 6,900 cases made."
640,King Estate,2021,Pinot Noir,Rosé,$19,88,King Estate 2021 Pinot Noir Willamette Valley Rosé,"Wine Spectator Magazine Issue Jul 31, 2022",Rosé,Willamette Valley,Willamette Valley,Oregon,US,"Sleek and snappy, with expressive strawberry and watermelon flavors. Drink now. 4,000 cases made."
641,Chehalem,2021,Pinot Noir,Rosé,$28,87,Chehalem 2021 Pinot Noir Chehalem Mountains Rosé,Wine Spectator Magazine Issue Web Only - 2022,Rosé,Chehalem Mountains,Willamette Valley,Oregon,US,"Delicate and soft, with strawberry and peach flavors. Drink now. 2,860 cases made."
642,Stoller,2021,Pinot Noir,Rosé,$28,87,Stoller 2021 Pinot Noir Willamette Valley Rosé,Wine Spectator Magazine Issue Web Only - 2022,Rosé,Willamette Valley,Willamette Valley,Oregon,US,"Pretty and delicate, with floral strawberry and peach flavors. Drink now. 13,850 cases made."
643,Drouhin Oregon Roserock,2020,Chardonnay,,$38,94,Drouhin Oregon Roserock 2020 Chardonnay Eola-Amity Hills,"Wine Spectator Magazine Issue Aug 31, 2022",,Eola-Amity Hills,Willamette Valley,Oregon,US,"Opulent and refined, with a vibrant core of acidity framed by pear, cantaloupe and toasty spice flavors that build depth and richness on the savory finish. Drink now. Tasted twice, with consistent notes. 1,557 cases made."
644,Domaine Drouhin,2020,Chardonnay,Arthur,$40,93,Domaine Drouhin 2020 Chardonnay Dundee Hills Arthur,"Wine Spectator Magazine Issue Aug 31, 2022",,Dundee Hills,Willamette Valley,Oregon,US,"Expressive and delicately complex, with apple blossom, orange peel and zesty spice flavors that finish with a fresh lift of acidity. Drink now. 1,982 cases made."
645,Nicolas-Jay,2020,Chardonnay,Affinités,$50,92,Nicolas-Jay 2020 Chardonnay Willamette Valley Affinités,"Wine Spectator Magazine Issue Nov 15, 2022",,Willamette Valley,Willamette Valley,Oregon,US,"Handsomely built, with deep and multilayered flavors of tropical fruit and orange peel accented by dusky spice and hints of mineral. Drink now. 359 cases made."
646,Chehalem,2020,Chardonnay,Inox Unoaked,$20,91,Chehalem 2020 Chardonnay Willamette Valley Inox Unoaked,"Wine Spectator Magazine Issue Nov 30, 2021",,Willamette Valley,Willamette Valley,Oregon,US,"This white bursts with aromas of peach blossom and lemon zest, taking on a lush, succulent texture toward a crisp finish. Drink now. 5,900 cases made."
647,Siduri,2020,Chardonnay,,$35,91,Siduri 2020 Chardonnay Willamette Valley,"Wine Spectator Magazine Issue Nov 15, 2022",,Willamette Valley,Willamette Valley,Oregon,US,"Generous and plump with fruit, offering rich tropical fruit and apricot flavors that sail on a long, supple finish. Drink now. 3,610 cases made."
648,Hamilton Russell,2020,Chardonnay,Maple Grove,$69,90,Hamilton Russell 2020 Chardonnay Willamette Valley Maple Grove,"Wine Spectator Magazine Issue Aug 31, 2022",,Willamette Valley,Willamette Valley,Oregon,US,"Snappy and refreshing, with apricot and pear flavors that are laced with spice and linger on the supple finish. Drink now. 230 cases made."
